order_id,delivery_location_id,address,latitude,longitude,total_travel_time,hour_of_day,traffic_multiplier
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.2887469652614519,0.0,0.3098591549295774
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.6437889551531302,0.0,0.26056338028169024
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.21954852058497581,0.0,0.6197183098591549
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.3690850623602739,0.0,0.2816901408450704
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.4675955582317482,0.0,0.20422535211267612
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.6128762595366057,0.0,0.16901408450704225
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.29185296811843003,0.0,0.04929577464788737
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.5101403506524286,0.0,0.6197183098591549
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.2705657585405069,0.0,0.9084507042253521
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.09355001953763076,0.0,0.5915492957746481
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.2220451735646247,0.0,0.18309859154929575
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.25152777866746945,0.0,0.8028169014084509
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.08742529258402781,0.0,0.147887323943662
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.1349729996348705,0.0,0.22535211267605637
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.3516020857221556,0.0,0.23239436619718312
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.5688365180739099,0.0,1.0
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.26191074825922905,0.0,0.147887323943662
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.13734794278356785,0.0,0.4577464788732394
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.1582628163654882,0.0,0.8802816901408451
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.4895537733250484,0.0,0.38732394366197187
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.38312573266115335,0.0,0.31690140845070414
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.8095072993869666,0.0,0.7112676056338026
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.27510425407888073,0.0,0.11971830985915488
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.35177344035257413,0.0,0.8169014084507044
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.28674676027647344,0.0,0.07042253521126762
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.22770788359415534,0.0,0.3239436619718309
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.7272050298189084,0.0,0.8661971830985916
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.3376687122459307,0.0,0.9225352112676058
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.2277238980455963,0.0,0.06338028169014087
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.6898817492905597,0.0,1.0
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.7600362567180623,0.0,0.6619718309859156
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.22588383757502767,0.0,0.5633802816901409
ORD1001,LOC031,"31597 Leslie Tunnel, Melindachester, MN 02284",25.109302349994117,55.14421017211312,0.5641699069240081,0.0,0.6478873239436619
